place Maurice Barrès 75001 Paris	"Orig. du nom. ~ Maurice Barrès (1862-1923), écrivain et homme politique français. Député de Paris.
Monument classé. ~ Eglise de l'Assomption.
"	place Maurice Barrès 75001 Paris	48.8672882	2.3256682	rue
place Basse 75001 Paris	"Historique. ~ Voie créée lors de l'aménagement du secteur Forum Central des Halles.
"	place Basse 75001 Paris	48.84885	2.348525	rue
rue André Pieyre de Mandiargues 75013 Paris	"Orig. du nom. ~ André Pieyre de Mandiargues (1909-1991) poète, romancier et critique français.
Historique. ~ Précédemment, voie DB/13, créée dans le cadre de l'aménagement de la ZAC ""Tage-Kellermann"" et intégrée au jardin."	rue André Pieyre de Mandiargues 75013 Paris	48.8216531	2.3575257	rue
place de Sydney 75007 Paris	"Historique.~ Voie précédemment dénommée place d'Australie.
Orig. du nom.~ Commémoration du pacte d'amitié qui unit depuis 1998 la ville de Paris et Sydney, la plus grande ville d'Australie."	place de Sydney 75007 Paris	35.6021469	-82.6289015	rue
place de Sydney 75015 Paris	"Historique.~ Voie précédemment dénommée place d'Australie.
Orig. du nom.~ Commémoration du pacte d'amitié qui unit depuis 1998 la ville de Paris et Sydney, la plus grande ville d'Australie."	place de Sydney 75015 Paris	35.6021469	-82.6289015	rue
passage Saint-Émilion 75012 Paris	"Historique.~ Voie située dans les anciens entrepôts vinicoles de Bercy, créée de lors de l'aménagement de la ZAC ""Bercy"".
Orig. du nom.~ Passage qui traverse la cour Saint-Emilion ; référence à un célèbre vin."	passage Saint-Émilion 75012 Paris	48.8331469	2.386625	rue
passage Saint-Vivant 75012 Paris	"Historique.~ Voie située dans les anciens entrepôts vinicoles de Bercy, créée lors de l'aménagement de la ZAC ""Bercy"".
Orig. du nom.~ Référence à un armagnac qui était produit par le dernier occupant des chais de Bercy."	passage Saint-Vivant 75012 Paris	48.832825	2.386177	rue
passage de l' Yonne 75012 Paris	"Historique.~ Voie située dans les anciens entrepôts vinicoles de Bercy, créée lors de l’aménagement de la ZAC  Bercy.
Orig. du nom.~ L'Yonne, affluent de la Seine."	passage de l' Yonne 75012 Paris	48.832649	2.385952	rue
rue Joseph Kosma 75019 Paris	"Historique.~ Voie créée dans le cadre du lotissement ""Parc des Musiciens"". Elle avait été provisoirement dénommée DT/19.
Orig. du nom.~ Joseph Kosma (Budapest, 1905-La Roche-Guyon, 1969) compositeur."	rue Joseph Kosma 75019 Paris	48.889793	2.3865542	rue
rue du Marquis d'Arlandes 75017 Paris	Orig. du nom.~ François-Laurent d'Arlandes (Anneyron, 1742-1809) officier militaire, aéronaute. Il a effectué avec Pilâtre de Rozier, le 21 novembre 1783, le premier voyage aérien en montgolfière.	rue du Marquis d'Arlandes 75017 Paris	48.8903441	2.2996234	rue
promenade Maurice Carême 75004 Paris	Orig. du nom.~ Maurice Carême (Wavre, Belgique, 1899-Anderlecht, 1978) poète et romancier belge d'expression française.	promenade Maurice Carême 75004 Paris	48.853462	2.347033	rue
villa des Glizières 75016 Paris	"Historique. ~ Précédemment, voie G/16
Orig. du nom. ~Ce nom tire son origine du lieu-dit les""glizières"" qui fait allusion aux glaisières, terrains d'où était tirée la glaise autrefois."	villa des Glizières 75016 Paris	48.849459	2.27521	rue
villa des Guignières 75016 Paris	"Historique. ~ Précédemment, voie N/16.
Orig. du nom. ~ Ce nom provient de plantation de guigniers, variétés de cerisiers donnant des cerises à chair sucrée et de couleur noire ou rouge foncée."	villa des Guignières 75016 Paris	48.8567445	2.2755484	rue
avenue Hussein 1er de Jordanie 75016 Paris	Orig. du nom.~ Hussein 1er de Jordanie (1935-1999) roi de jordanie (1952). Il fût l'un des artisans majeurs de la paix au Proche-Orient.	avenue Hussein 1er de Jordanie 75016 Paris	48.8616494	2.2899844	rue
villa du Clos de Malevart 75011 Paris	"Historique. ~ Précédemment, voie Q/11.
Orig. du nom.~ La rue du Faubourg du Temple, à proximité, a été tracée sur un très ancien chemin ouvert au travers d'un lieu-dit champêtre appellé au 12ème siècle , ""clos de Malevart""."	villa du Clos de Malevart 75011 Paris	48.8694577	2.3727165	rue
boulevard du Général Jean Simon 75013 Paris	"Historique. ~ Voie créée dans le cadre de l'aménagement de la Zac ""Paris Rive Gauche"", précédemment dénommée voie CA/13, et qui intègre une partie du boulevard Masséna.
Orig. du nom.~ Jean Simon (Brest, 1912-Cherbourg, 2003), résistant de la première heure engagé dans les Forces Françaises Libres. Il participa à la guerre d'Indochine, à l'opération de Suez et à la conclusion des accords d'Evian mettant fin à la guerre d'Algérie. Chancelier de l'Ordre de la Libération."	boulevard du Général Jean Simon 75013 Paris	48.8256998	2.3816973	rue
villa des Houseaux 75020 Paris	"Historique. ~ Précédemment dénommée voie Y/20.
Orig. du nom.~ Proximité d'un lieu-dit ""les Osieaux"" anciennement ""les Houzeaux"" dont la forme de la parcelle évoquait celle des houseaux, hautes guêtres de cuir employées pour monter à cheval."	villa des Houseaux 75020 Paris	48.8648197	2.3863097	rue
villa du Moulin Dagobert 75011 Paris	"Historique.~ Voie précédemment dénommée J/11. 
Orig. du nom.~ Voie située à proximité d'un ancien lieu-dit ""Moulin Dagobert"" dont il est fait mention sur les copies du cadastre napoléonien."	villa du Moulin Dagobert 75011 Paris	48.8530186	2.3923012	rue
rue Germaine Tailleferre 75020 Paris	"Historique.~ Voie créée dans le cadre du lotissement ""Parcs des Musiciens"". Elle avait été provisoirement dénommée DS/19.
Orig. du nom.~ Germaine Tailleferre (Saint-Maur, 1892-Paris, 1983) compositrice française. Elle est l'un des six compositeurs qui formèrent le ""groupe de six""."	rue Germaine Tailleferre 75020 Paris	48.8889861	2.386922	rue
promenade d'Australie 75015 Paris	Orig. du nom.~ En hommage à l'Australie et aux nombreux volontaires australiens tombés sur le sol français lors de la première guerre mondiale.	promenade d'Australie 75015 Paris	48.8564851	2.2895843	rue
villa du Bois d'Orme 75019 Paris	"Historique.~ Voie précédemment dénommée K/19.
Orig. du nom.~ Voie située à proximité d'un ancien lieu-dit ""les Bois d'Orme""."	villa du Bois d'Orme 75019 Paris	48.876334	2.400462	rue
rue Basse 75001 Paris	"Historique. ~ Voie créée lors de l'aménagement du secteur Forum Central des Halles.
"	rue Basse 75001 Paris	48.84885	2.348525	rue
passage de Beaujolais 75001 Paris	"Orig. du nom. ~ Voisinage de la rue de Beaujolais.
"	passage de Beaujolais 75001 Paris	48.8664155	2.3374321	rue
galerie de Beaujolais 75001 Paris	"Orig. du nom. ~ Voisinage de la rue de Beaujolais.
"	galerie de Beaujolais 75001 Paris	48.8658591	2.3384124	rue
rue de Beaujolais 75001 Paris	"Orig. du nom. ~ Nom d'un fils du Duc d'Orléans.
Historique. ~ Ouverte sur l'emplacement de l'ancien jardin du Palais royal et dénommée à cette époque passage de Beaujolais puis, de 1797 à 1814, rue d'Arcole puis rue de Beaujolais. En 1849, elle s'est appelée rue Hoche.
Monuments classés. ~ Palais Royal (jardin) et, aux nos 1 à 17 : façades sur rue et jardin, toitures des immeubles.
"	rue de Beaujolais 75001 Paris	48.8661253	2.3385499	rue
péristyle de Beaujolais 75001 Paris	"Orig. du nom. ~ Voisinage de la rue de Beaujolais.
"	péristyle de Beaujolais 75001 Paris	48.8658553	2.3388295	rue
place Joachim Du Bellay 75001 Paris	"Orig. du nom. ~ Joachim du Bellay (Liré, 1522-Paris, 1560), poète français.
Historique. ~ Place créée dans le cadre de l'aménagement du secteur des Halles. Elle avait été provisoirement dénommée C/1.
Monument classé. ~ Fontaine des Innocents.
"	place Joachim Du Bellay 75001 Paris	48.8610162	2.3476936	rue
porte Berger 75001 Paris	"Orig. du nom. ~ Donne dans la rue Berger.
Historique. ~ Accès créé lors de l'aménagement du secteur Forum Central des Halles.
"	porte Berger 75001 Paris	48.8615672	2.3453661	rue
rue Berger 75001 Paris	"Orig. du nom. ~ Jean Jacques Berger (1791-1859), préfet de la Seine.
Historique. ~ Précédemment, partie de la rue Aubry le Boucher entre le boulevard de Sébastopol et la rue Saint-Denis ; rue aux Fers, entre les rues Saint-Denis et Baltard (sup.) ; partie de la rue des Deux Ecus, entre les rues des Prouvaires et du Louvre. La partie de l'ancienne rue aux Fers comprise entre les rues Saint-Denis et de la Lingerie a successivement porté les noms de rue au Fèvre (1300), rue aux Fers, rue au Ferre, rue aux Fèves, rue aux Fèvres, rue au Feure, rue du Fouarre. La partie comprise entre les rues de la Lingerie et Baltard avait absorbé la rue de la Petite Friperie. Au XIIIe siècle, l'ancienne rue des Deux Ecus était dénommée rue aux Ecus (Guillot) ; au XVe siècle, la partie comprise entre les rues des Prouvaires et Sauval s'appelait rue Traversaine, Traversane ou Traversine, la partie comprise entre la rue Sauval et la rue d'Orléans (supprimée) portait le nom de rue de la Hache ou des Deux Haches. Cette dernière partie fut également nommée rue des Ecus, rue des Deux Ecus et rue aux Ecus.
Monument classé. ~ Fontaine des Innocents.
"	rue Berger 75001 Paris	48.8615672	2.3453661	rue
rue Boucher 75001 Paris	"Orig. du nom. ~ Boucher, échevin de 1773 à 1778.
Historique. ~ Un décret du 24 février 1882 a supprimé une partie de la voie qui était comprise entre les rues de la Monnaie et du Pont Neuf.
"	rue Boucher 75001 Paris	48.8594984	2.344649	rue
rue de la Boucle 75001 Paris	"Orig. du nom. ~ Forme du tracé de la voie.
Historique. ~ Voie créée lors de l'aménagement du secteur des Halles.
"	rue de la Boucle 75001 Paris	45.5255392	4.3674486	rue
rue du Bouloi 75001 Paris	"Orig. du nom. ~ Altération du nom d'un ancien hôtel.
Historique. ~ Précédemment rue du Bouloir. En 1359, rue aux Bulliers ou rue aux Boulliers, dite cour Bazile.
"	rue du Bouloi 75001 Paris	48.8634182	2.3403921	rue
impasse des Bourdonnais 75001 Paris	"Orig. du nom. ~ Voisinage de la rue des Bourdonnais.
Historique. ~ Précédemment, cul-de-sac ou rue de la Fosse aux Chiens et, plus anciennement, place du Marché aux Pourceaux et place aux Chats. Cette impasse existait en 1421.
"	impasse des Bourdonnais 75001 Paris	48.86055	2.344896	rue
rue des Bourdonnais 75001 Paris	"Orig. du nom. ~ Cette voie doit son nom aux sieurs Adam et Guillaume Bourdon, notables bourgeois ayant exercé des fonctions municipales au XIIe siècle.
Historique. ~ Précédemment, rue de l'Arche Marion, entre le quai de la Mégisserie et la rue Saint-Germain l'Auxerrois ; rue Thibault aux Dés, entre les rues Saint-Germain l'Auxerrois et de Rivoli ; rue des Bourdonnais, entre les rues de Rivoli et Saint-Honoré ; rue Lenoir Saint-Honoré, entre les rues Saint-Honoré et de la Poterie. L'ancienne rue de l'Arche Marion existait en 1300 ; au début du XIVe siècle, elle portait le nom de rue de l'Abreuvoir Thibaut aux Dés et, plus tard, rue des Jardins puis, ruelle Jean de la Poterne. En 1530, elle devint la rue des Etuves ou des Etuves aux Femmes et, enfin, rue de l'Abreuvoir Marion ou de l'Arche Marion. Elle aurait aussi porté le nom de rue de l'Archet ou de l'Archer. L'ancienne rue Thibault aux Dés existait en 1230, sous le nom de Théobaldi ad Decios. En 1295, rue Théobaldi ad Tados et rue Thibaud aux Dés. Ce nom a été souvent altéré. Au XVe siècle, on l'appelait rue Thibaut Ausdet ou rue Thibault Ausdet, Thibaut Todé, Thibault Oudet, Thiébaud Audet... L'ancienne rue des Bourdonnais était primitivement rue des Bourdonnas (Guillot) ; à la fin du XIIIe siècle, rue Adam Bourdon, rue Guillaume Bourdon et rue Sire Guillaume Bourdon ; au début du XIVe siècle, rue des Bourdonnais. L'ancienne rue Lenoir Saint-Honoré fut ouverte en 1787. La partie comprise entre les rues au Lard et de la Poterie n'était anciennement qu'un passage appelé passage de l'Echaudé. La partie comprise entre les rues des Halles et Berger a été déclassée par l'arr. du 30 août 1972 (aménagement du secteur Forum central des Halles), puis supprimée.
"	rue des Bourdonnais 75001 Paris	48.8594984	2.344649	rue
allée André Breton 75001 Paris	"Orig. du nom. ~ André Breton (Tinchebray, (Orne), 1896-Paris, 1966), écrivain, poète et théoricien du surréalisme.
Historique. ~ Voie créée dans le cadre de l'aménagement du Secteur des Halles. Elle avait été provisoirement dénommée Q/1."	allée André Breton 75001 Paris	48.8623797	2.3455896	rue
rue Brève 75001 Paris	"Orig. du nom. ~ Cette voie est très courte.
Historique. ~ Voie créée lors de l'aménagement du secteur Forum Central des Halles.
"	rue Brève 75001 Paris	48.9169748	2.2841851	rue
rue Cambon 75001 Paris	"Orig. du nom. ~ Joseph Cambon (1756-1820), homme politique français, membre de la Convention, créa le grand livre de la dette publique ; voisinage de l'ancien ministère des finances et de plusieurs établissements de crédit.
Historique. ~ Précédemment, rue de Luxembourg et plus anciennement rue Neuve de Luxembourg.
Monuments classés. ~ Au n° 26 : bâtiment entre cour et jardin (la partie ancienne des façades sur cour et jardin - rez-de-chaussée, entresol et 1er étage - ; le grand salon et le cabinet situé à gauche, tous deux ornés de boiseries).
"	rue Cambon 75001 Paris	48.8674559	2.3262064	rue
passage Antoine Carême 75001 Paris	"Orig. du nom. ~ Marie, Antoine Carême (Paris, 1784-Paris, 1833), célèbre cuisinier et gastronome français.
Historique. ~ Voie créée dans le cadre de l'aménagement du Secteur des Halles. Elle avait été provisoirement dénommée F/1.
"	passage Antoine Carême 75001 Paris	48.8608372	2.3457728	rue
place du Carrousel 75001 Paris	"Historique. ~ Pendant la Révolution, elle fut appelée place de la Fraternité et place de la Réunion ; en 1849, elle a été régularisée et agrandie.
Monument classé. ~ Arc de Triomphe du Carrousel.
Orig. du nom. ~ En souvenir du carrousel qui y fut donné par Louis XIV les 5 et 6 juin 1662."	place du Carrousel 75001 Paris	48.8615212	2.3345087	rue
place René Cassin 75001 Paris	"Orig. du nom. ~ René Cassin (Bayonne, 1887-Paris, 1976), juriste français, prit une part importante à la fondation de l'UNESCO et fit adopter la ""Déclaration universelle des droits de l'Homme"" en 1948. Prix Nobel de la Paix en 1968.
Historique. ~ Place créée lors de l'aménagement du secteur des Halles. Elle avait été provisoirement dénommée W/1.
"	place René Cassin 75001 Paris	48.846961	2.3441798	rue
rue de Castiglione 75001 Paris	"Orig. du nom. ~ Victoire remportée par le général Bonaparte sur les Autrichiens le 5 août 1796.
Monument classé. ~ Façades et toitures de l'immeuble 3-5, place Vendôme, 360, rue Saint-Honoré et rue de Castiglione.
"	rue de Castiglione 75001 Paris	48.8659484	2.327898	rue
rue Catinat 75001 Paris	"Orig. du nom. ~ Nicolas de Catinat (1637-1712), maréchal de France ; voisinage de la place des Victoires.
Historique. ~ Primitivement, rue Percée, plus tard, petite rue de la Vrillière, puis rue de la Banque. Ouverte sur l'emplacement des fossés du Rempart.
"	rue Catinat 75001 Paris	48.8656937	2.3409255	rue
allée Blaise Cendrars 75001 Paris	"Orig. du nom. ~ Frédéric Sauser dit Blaise Cendrars (La Chaux-de-Fonds, 1887-Paris, 1961), écrivain français d'origine suisse.
Historique. ~ Voie située dans le secteur des Halles. Elle avait été provisoirement dénommée AB/1.
"	allée Blaise Cendrars 75001 Paris	48.8622215	2.3442792	rue
rue Croix des Petits Champs 75001 Paris	"Orig. du nom. ~ La croix des petits Champs était située à l'angle de cette rue et de la rue du Bouloi.
Historique. ~ Cette voie existait au XIVe siècle. Elle a été élargie auprès de la place des Victoires, en vertu d'un arrêt du Conseil du Roi du 22 juin 1685. Elle s'est appelée anciennement rue des Petits Champs. La partie comprise entre la rue Coquillière et la place des Victoires a porté le nom de rue d'Aubusson. La rue La Vrillière faisait autrefois partie de cette rue.
"	rue Croix des Petits Champs 75001 Paris	48.8641112	2.3400318	rue
galerie de Chartres 75001 Paris	"Orig. du nom. ~ Galerie neuve du Palais Royal, ainsi nommée en l'honneur du duc de Chartres, puis duc d'Orléans, fils du roi Louis-Philippe.
"	galerie de Chartres 75001 Paris	48.8636794	2.3365937	rue
péristyle de Chartres 75001 Paris	"Orig. du nom. ~ Voir : Chartres (galerie de).
"	péristyle de Chartres 75001 Paris	48.8637278	2.3363256	rue
rue de l'Arc-en-Ciel 75001 Paris	"Historique. ~ Voie créée lors de l'aménagement du secteur Forum Central des Halles.
"	rue de l'Arc-en-Ciel 75001 Paris	45.9220868	6.1527707	rue
rue de l'Amiral De Coligny 75001 Paris	"Orig. du nom. ~ Gaspard Châtillon, sire de Coligny (1519-1572), amiral de France. Un des chefs du parti protestant assassiné lors de la Saint-Barthélemy.
Historique. ~ Précédemment partie de la rue du Louvre. L'ouverture de cette voie a entraîné la suppression de l'ancienne place du Louvre.
Monument classé. ~ Palais du Louvre.
"	rue de l'Amiral De Coligny 75001 Paris	48.8599749	2.3403485	rue
rue Édouard Colonne 75001 Paris	"Orig. du nom. ~ Edouard Colonne (1838-1910), chef d'orchestre, fondateur des concerts qui portent son nom.
Historique. ~ Précédemment, partie de la rue des Lavandières Sainte-Opportune.
"	rue Édouard Colonne 75001 Paris	48.8580523	2.345654	rue
rue Coquillière 75001 Paris	"Orig. du nom. ~ Famille Coquillier (XIIIe siècle).
Historique. ~ Elle était entièrement bâtie en 1292. Anciennement elle était appelée rue du Coquillier ou porte (ou poterne) Coquillier ou Coquillière.
"	rue Coquillière 75001 Paris	48.8638998	2.3423521	rue
rue de la Cossonnerie 75001 Paris	"Orig. du nom. ~ Ancien marché de la volaille (cossonnerie, poulaillerie).
Historique. ~ La partie située entre la rue Saint-Denis et la rue Pierre Lescot était construite en 1183.
"	rue de la Cossonnerie 75001 Paris	48.8611875	2.3496897	rue
rue Courtalon 75001 Paris	"Orig. du nom. ~ Guillaume Courtalon y possédait deux maisons au XVIe siècle.
Historique. ~ Elle était entièrement bâtie en 1284. Guillot l'appelle, vers cette époque, rue aux Petits Soulers de Bazenne.
"	rue Courtalon 75001 Paris	48.8596102	2.347465	rue
rue du Cygne 75001 Paris	"Orig. du nom. ~ Ancienne enseigne.
Historique. ~ Elle était entièrement bordée de maisons en 1280. Anciennement rue au Cingne ; en 1851, elle engloba la rue du Pèlerin Saint-Jacques.
Monument classé. ~ Eglise Saint-Leu-Saint-Gilles.
"	rue du Cygne 75001 Paris	48.8631088	2.3497587	rue
rue du Plat D'Étain 75001 Paris	"Orig. du nom. ~ Dû à une enseigne (1489).
Historique. ~ Elle est indiquée dans ""le Dit des Rues"" de Guillot (1300), sous le nom de rue Raoul Lavenier.
"	rue du Plat D'Étain 75001 Paris	48.8597646	2.3460868	rue
galerie de la Cour d'Honneur 75001 Paris	"Orig. du nom. ~ Cette galerie longe la cour d'honneur du Palais Royal.
"	galerie de la Cour d'Honneur 75001 Paris	48.8639004	2.3367077	rue
place Dauphine 75001 Paris	"Orig. du nom. ~ Voir : Dauphine (rue).
Historique. ~ Place construite, ainsi que les quais voisins, de 1580 à 1611. Dénommée dès l'origine place Dauphine ; en 1792, place de Thionville. En 1814, elle reprit sa première dénomination. Le nom de rue Henri Robert a été attribué en 1948 à la partie de la place Dauphine d'une longueur de 19 m qui débouchait place du Pont Neuf.
Monuments classés. ~ Au n° 28 : façades et toitures. Au n° 31 : façades extérieures et toitures.
"	place Dauphine 75001 Paris	48.8562778	2.342446	rue
rue des Déchargeurs 75001 Paris	"Orig. du nom. ~ Voisinage des Halles.
Historique. ~ Cette rue existait en 1300. Elle a porté les noms de rue des Chaps, rue du Siège aux Déchargeurs, rue du Siège, rue du Vieil Siège aux Déchargeurs.
"	rue des Déchargeurs 75001 Paris	48.8597646	2.3460868	rue
galerie Véro-Dodat 75001 Paris	"Orig. du nom. ~ MM. Véro et Dodat, créateurs du passage.
Historique. ~ Etablie en 1826. Précédemment passage Véro-Dodat.
"	galerie Véro-Dodat 75001 Paris	48.8626358	2.3407615	rue
rue du Colonel Driant 75001 Paris	"Orig. du nom. ~ Emile Auguste Cyprien Driant (1855-1916), officier et écrivain militaire français, mort au champ d'honneur.
"	rue du Colonel Driant 75001 Paris	48.86348	2.3401095	rue
rue de l'Échelle 75001 Paris	"Orig. du nom. ~ L'échelle patibulaire des évêques de Paris devait se dresser dans l'ancienne rue de l'Echelle.
Historique. ~ L'ouverture de la partie A a supprimé l'ancienne rue de l'Echelle. Son prolongement jusqu'à l'avenue de l'Opéra a absorbé les rues des Frondeurs et de l'Anglade, une partie des rues de la Fontaine Molière (actuellement rue Molière) et Sainte-Anne. L'ancienne rue de l'Echelle existait en 1402 sous le nom de chemin qui va de la porte Saint-Honoré à la Seine. Elle s'est appelée rue des Fossés en 1439 et rue de l'Echelle en 1633.
"	rue de l'Échelle 75001 Paris	48.8638206	2.3342447	rue
place de l'École 75001 Paris	"Orig. du nom. ~ Anciennes écoles du cloître Saint-Germain l'Auxerrois.
Historique. ~ Elle existait au XIVe siècle et portrait le nom de place aux Marchands. Le décret du 6 juin 1925 a déclassé une partie de la place de l'Ecole au droit des numéros pairs et modifié l'assiette de l'ancienne place.
"	place de l'École 75001 Paris	48.8591368	2.3418161	rue
rue des Bons Enfants 75001 Paris	"Orig. du nom. ~ Cette voie doit sa dénomination au collège des Bons Enfants, fondé en 1208, en faveur de treize écoliers pauvres.
Historique. ~ Au XIIe siècle, cette voie était désignée sous le nom de chemin qui va à Clichy ou chemin de Clichy ; plus tard, on l'appela ruelle par où l'on va au collège des Bons Enfants et rue des Ecoliers (ou Escholiers) Saint-Honoré. La rue des Bons Enfants finissait autrefois à l'ancienne rue Baillif : cette partie a été supprimée par les agrandissements de la Banque de France.
Monument classé. ~ Au n° 19 : Hôtel de la Chancellerie d'Orléans.
"	rue des Bons Enfants 75001 Paris	48.8631936	2.3384678	rue
impasse Saint-Eustache 75001 Paris	"Orig. du nom. ~ Voisinage de l'église Saint-Eustache.
Historique. ~ Un décret du 4 avril 1860 prévoyant sa suppression a été rapporté par arrêté du 31 janvier 1957. Elle a porté le nom de cul-de-sac de la Croix Neuve.
"	impasse Saint-Eustache 75001 Paris	48.863628	2.345142	rue
cour des Fermes 75001 Paris	"Orig. du nom. ~ Emplacement de la cour de l'ancien Hôtel des Fermes du Royaume.
"	cour des Fermes 75001 Paris	48.863648	2.341368	rue
rue de la Ferronnerie 75001 Paris	"Orig. du nom. ~ Saint-Louis avait permis aux ferronniers de s'y établir.
Historique. ~ Dès 1229, c'était la rue de la Ferronnerie ; plus anciennement, rue de la Charronnerie ou des Charrons.
"	rue de la Ferronnerie 75001 Paris	48.8603031	2.3473401	rue
passage de la Cour des Fontaines 75001 Paris	"Orig. du nom. ~ Voisinage de l'ancienne cour des Fontaines (actuellement place de Valois).
"	passage de la Cour des Fontaines 75001 Paris	47.4315155	-0.7063332	rue
galerie du Théâtre Français 75001 Paris	"Orig. du nom. ~ Galerie contiguë au Théâtre Français.
"	galerie du Théâtre Français 75001 Paris	48.8633167	2.3357411	rue
impasse Gomboust 75001 Paris	"Orig. du nom. ~ Voisinage de la rue Gomboust.
Historique. ~ Précédemment, impasse de la Corderie Saint-Honoré ; plus anciennement, partie du cul-de-sac de la Corderie ou Péronelle.
"	impasse Gomboust 75001 Paris	48.8675377	2.3317197	rue
